system:index,DEM,Moisture,NBR,NDVI,NDWI,PRE_ANUAL,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SWIR,class,slope,year,LON,
2_188_0,667,0.30833507,0.5856731,0.7434062,-0.65996855,2212,0.02136125,0.027315,0.06147,0.0452175,0.32226625,0.1681975,0.078685,0.1681975,0,2.166894,2015,-96.92224536,18.79872954
2_189_0,2447,0.31998,0.62214315,0.84757215,-0.7567439,1334,0.0095775,0.0111725,0.0287725,0.0179925,0.26886125,0.1239225,0.055695,0.1239225,0,25.26641,2015,-97.16155655,19.33232882
2_190_0,2351,0.3114704,0.60657305,0.8319055,-0.77463555,1334,0.01011375,0.01258875,0.03233375,0.0226125,0.28566375,0.16078625,0.0694175,0.16078625,0,30.26883,2015,-97.15481919,19.33798821
2_191_0,824,0.3880633,0.66234225,0.8425231,-0.76689315,2289,0.023465,0.0263525,0.0423575,0.0271775,0.3410075,0.1486725,0.066145,0.1486725,0,8.002514,2015,-96.88505511,18.80789236
2_192_0,804,0.3950513,0.6842801,0.8558245,-0.7570555,1832,0.02191125,0.02534875,0.0520375,0.02968,0.399005,0.17926625,0.07313,0.17926625,0,7.3788605,2015,-96.82522731,19.09059218
2_193_0,1196,0.35163185,0.6424894,0.8134754,-0.728633,1913,0.02625625,0.0273425,0.05034625,0.03755875,0.30609625,0.15998875,0.0746975,0.15998875,0,6.1251884,2015,-97.0098311,18.95180246
2_194_0,2737,0.15334862,0.43635288,0.66964555,-0.65058994,1330,0.01318,0.019395,0.050305,0.0446675,0.2279825,0.166905,0.0939475,0.166905,0,6.495025,2015,-97.17098886,19.39566005
3_0_0,910,0.3708709,0.6409381,0.82239294,-0.72330046,2150,0.03001,0.0292675,0.05003,0.030615,0.2857325,0.1398725,0.06681875,0.1398725,0,39.090843,2022,-97.02276684,18.84157918
3_1_0,2496,-0.040432952,0.025627015,0.16081794,-0.27308074,595,0.05157,0.061745,0.0878975,0.11163,0.16894,0.1790325,0.15563,0.1790325,0,2.947469,2022,-97.35936558,18.87311005
3_2_0,1136,0.29894307,0.5730469,0.7479831,-0.6400042,1933,0.028415,0.03034,0.05922875,0.03909875,0.27381125,0.1408625,0.0724425,0.1408625,0,2.167549,2022,-97.05295023,18.8607133
3_3_0,558,0.333378,0.5927955,0.80281883,-0.6912947,1864,0.0310275,0.03408,0.06719,0.0407625,0.4417125,0.2009225,0.098705,0.2009225,0,6.050864,2022,-96.84705637,18.9200021
3_4_0,1956,0.3138846,0.6029665,0.8061639,-0.73718345,1345,0.01846,0.0226675,0.04578125,0.03276,0.24820875,0.15099625,0.07053125,0.15099625,0,23.624763,2022,-97.18042117,18.76746817
3_5_0,2938,-0.04501847,0.026639882,0.21521941,-0.3228611,494,0.04765125,0.06090625,0.10947125,0.1267275,0.21569,0.2273225,0.19329125,0.2273225,0,10.7056465,2022,-97.37176233,19.02995589
3_6_0,2576,-0.057973407,0.009366039,0.16298294,-0.27998665,428,0.0574,0.0710125,0.108,0.125875,0.1994925,0.2015,0.166795,0.2015,0,1.8543341,2022,-97.45961756,19.04370012
3_7_0,3052,-0.122011386,-0.089484975,0.22155322,-0.34708092,474,0.05829375,0.07163125,0.1032425,0.12616375,0.20348,0.25364,0.2268275,0.25364,0,4.0440426,2022,-97.35074175,19.06256474
3_8_0,2800,-0.057746034,0.005810746,0.25652164,-0.34825984,474,0.0451075,0.055365,0.092875,0.0971375,0.2061475,0.2096675,0.1694075,0.2096675,0,5.6326017,2022,-97.38766251,19.07630896
3_9_0,2494,0.24377546,0.5116014,0.7361953,-0.7243825,1028,0.0113375,0.0171125,0.04024,0.032595,0.2240225,0.1415225,0.07654,0.1415225,0,6.135747,2022,-97.13972749,19.40078044
