index,clase,DEM,ENTIDAD,year,FUENTE_INF,LATITUD,LONGITUD,LAT,LON,LITOLOGIA,MUNICIPIO,Moisture,NBR,NDVI,NDWI,PRE_ANUAL,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B7,SWIR,TIPO,slope
9_000000000000000001c5,1,1301,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,19 1 37.319,-97 1 19.387,19.027033,-97.022052,Lahar,Tomatln,0.3248756230,0.6137776370,0.713246226,-0.648406625,2005,0.03032625,0.03237500,0.05929750,0.04286625,0.27448500,0.06731375,0.13952875,Flujo,14.37945961
9_000000000000000001c6,1,1392,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,19 1 50.998,-97 1 29.754,19.025277,-97.024932,Marga-Lutita,Coscomatepec,0.3598005470,0.6541270020,0.813674152,-0.725646675,1990,0.02379500,0.02429000,0.03644500,0.02380875,0.22882125,0.04824250,0.10930625,Flujo,33.7406371
9_000000000000000001c7,1,3177,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,19 3 0.917,-97 12 18.507,19.050255,-97.205141,Andesita-Dacita,Calcahualco,0.1334269790,0.3592127560,0.678841174,-0.623979092,1661,0.00399500,0.01155750,0.04857250,0.04013000,0.21071250,0.10346250,0.16462250,Flujo,27.91647845
9_000000000000000001c8,1,3289,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,19 3 3.030,-97 12 29.420,19.050842,-97.208172,Andesita-Dacita,Calcahualco,-0.1200639230,-0.0669054690,0.152303353,-0.251972765,1693,0.05525500,0.07533000,0.12441750,0.15128500,0.20823750,0.20834750,0.23755250,Flujo,41.07823491
9_000000000000000001c9,1,3092,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,19 3 9.281,-97 12 2.557,19.052578,-97.20071,Andesita-Dacita,Calcahualco,0.0702822880,0.2454207690,0.569162250,-0.541131675,1601,0.02605000,0.03432750,0.06860625,0.06323000,0.23032000,0.13691625,0.19674250,Flujo,7.854967256
9_000000000000000001ca,1,3058,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,19 3 13.490,-97 11 52.112,19.053642,-97.197809,Andesita-Dacita,Calcahualco,0.0253668580,0.2165085230,0.523529768,-0.529078245,1504,0.02530750,0.03687125,0.06710750,0.06646125,0.21863250,0.12866625,0.19272750,Flujo,42.10004897
9_000000000000000001cb,1,1031,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,19 3 36.610,-96 55 38.812,19.05992,-96.927448,Lahar,Ixhuatln del Caf,0.3611190320,0.6052646040,0.805578649,-0.659648180,1954,0.01386750,0.01400500,0.03023000,0.01689250,0.15400750,0.03641750,0.08272750,Flujo,38.50851066
9_000000000000000001cc,1,3856,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,19 4 15.752,-97 15 5.048,19.071042,-97.251402,Andesita-Dacita,Calcahualco,-0.2316872920,-0.2014459820,0.214339629,-0.240884304,1836,0.02717750,0.03985500,0.07258000,0.07676000,0.11864250,0.13550000,0.14397000,Flujo,33.73330937
9_000000000000000001cd,1,3027,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,19 4 52.611,-97 12 14.287,19.081281,-97.203969,Andesita-Dacita,Calcahualco,0.3108426630,0.5226594810,0.714889944,-0.664261699,1365,0.01010000,0.01524250,0.03529000,0.03067000,0.17603500,0.07046250,0.12224500,Flujo,30.40328708
9_000000000000000001d1,1,2939,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,19 6 7.781,-97 12 34.175,19.102161,-97.209493,Andesita-Dacita,Calcahualco,0.1424568590,0.3864302340,0.558353722,-0.566358626,1186,0.00781750,0.02145750,0.05685000,0.05818375,0.20295750,0.07396875,0.12538000,Flujo,19.72747773
9_000000000000000001d2,1,2796,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,19 6 22.938,-97 12 7.382,19.106233,-97.202051,Andesita-Dacita,Calcahualco,0.1617647110,0.3732916120,0.675411224,-0.628039181,1083,0.02145750,0.02445500,0.04612500,0.04197250,0.20188500,0.09911750,0.18282750,Flujo,39.72782314
9_000000000000000001d5,1,2584,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,19 8 6.566,-97 12 34.294,19.135157,-97.209526,Andesita-Dacita,Calcahualco,0.2587145570,0.6115448470,0.836537480,-0.707492352,1030,0.01290500,0.01568250,0.03287000,0.01989000,0.15378750,0.05426500,0.09400250,Flujo,29.56752171
9_0000000000000000020f,1,1413,Veracruz de Ignacio de la Llave,2013,Spot_2013,18 59 27.812,-97 3 6.642,18.99092,-97.051845,Lahar,Chocamn,0.3418376450,0.6636993290,0.860158503,-0.775601029,1988,0.03098625,0.02792000,0.04576750,0.02701250,0.34748375,0.07226375,0.17375250,Flujo,45.34406675
9_00000000000000000210,1,1879,Veracruz de Ignacio de la Llave,2013,Spot_2013,18 59 43.475,-97 6 47.449,18.995408,-97.11318,Lahar,Coscomatepec,0.3201580350,0.6356300710,0.840366423,-0.763648152,1684,0.01953250,0.01928500,0.03075250,0.01978000,0.24657250,0.05080000,0.11743250,Flujo,5.620750253
9_00000000000000000211,1,1894,Veracruz de Ignacio de la Llave,2013,Spot_2013,18 59 57.579,-97 7 23.235,18.999327,-97.123121,Lahar,Coscomatepec,0.3493545350,0.6488931780,0.863629699,-0.775742710,1702,0.01903750,0.01664500,0.02356125,0.01311125,0.18095750,0.04043250,0.09227000,Flujo,54.32823458
9_00000000000000000212,1,3018,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 0 14.670,-97 12 43.631,19.004075,-97.212119,Andesita-Dacita,La Perla,0.1026321050,0.2795085610,0.568021655,-0.565436959,1383,0.03034000,0.03962125,0.06192375,0.06164875,0.22242750,0.12617750,0.18172750,Flujo,35.18150364
9_00000000000000000213,1,2798,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 0 18.040,-97 12 32.897,19.005011,-97.209138,Andesita-Dacita,La Perla,0.2299405930,0.4914740620,0.757359385,-0.658185899,1264,0.02354750,0.02514250,0.05635500,0.04010250,0.26631750,0.09122500,0.16674000,Flujo,35.24553663
9_00000000000000000214,1,2604,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 0 31.528,-97 11 42.157,19.008758,-97.195044,Lahar,La Perla,0.2791237240,0.5530782940,0.782117844,-0.699034274,1103,0.02503250,0.02748000,0.05377000,0.03377750,0.25355750,0.11020000,0.18447750,Flujo,13.61802713
9_00000000000000000215,1,3771,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 0 38.277,-97 14 12.267,19.010633,-97.236741,Andesita-Dacita,La Perla,-0.0227524100,0.1101435050,0.344852954,-0.420083404,1856,0.03472625,0.04776125,0.07594875,0.09063375,0.18597625,0.14934625,0.19494125,Flujo,44.67881335
9_00000000000000000216,1,3181,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 0 49.311,-97 13 1.016,19.013697,-97.216977,Andesita-Dacita,La Perla,0.2400571850,0.4866755310,0.758616269,-0.723968148,1500,0.01692000,0.02052250,0.03658250,0.02638000,0.21541500,0.06477000,0.12232750,Flujo,7.799573461
9_00000000000000000217,1,2918,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 1 20.325,-97 12 42.959,19.022299,-97.213308,Andesita-Dacita,La Perla,0.1561340990,0.3638750310,0.689273357,-0.643428683,1358,0.02396000,0.02789250,0.05275250,0.04472250,0.21395750,0.10082250,0.17746500,Flujo,4.893390933
9_00000000000000000218,1,2947,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 1 23.084,-97 12 48.307,19.023023,-97.214807,Andesita-Dacita,La Perla,0.2182102500,0.4777061340,0.748756528,-0.676085353,1427,0.02702625,0.03023000,0.05491125,0.03980000,0.25540000,0.08535375,0.16625875,Flujo,12.66178982
9_00000000000000000219,1,2014,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 2 6.756,-97 7 14.530,19.03521,-97.120975,Lahar,Coscomatepec,0.3111430700,0.6312392350,0.848456562,-0.784792721,1792,0.02948750,0.02965250,0.04744500,0.03177000,0.37447500,0.09136250,0.19028000,Flujo,4.729338046
9_0000000000000000021a,1,3212,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 3 7.093,-97 12 10.619,19.05197,-97.203061,Andesita-Dacita,Calcahualco,0.0878198520,0.2965834140,0.590661526,-0.537718952,1632,0.02584375,0.03452000,0.06163500,0.05579125,0.21683125,0.11234500,0.17628250,Flujo,59.9902537
9_0000000000000000021b,1,2233,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 3 43.929,-97 8 37.103,19.062202,-97.143615,Lahar,Coscomatepec,0.2735487520,0.5353403090,0.655955493,-0.612445354,1358,0.03372250,0.03941500,0.06485250,0.05528250,0.26425500,0.07896000,0.15073500,Flujo,11.92467285
9_0000000000000000021c,1,2190,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 3 46.298,-97 8 32.934,19.062887,-97.142482,Lahar,Alpatlhuac,0.2631893160,0.5727004410,0.796909332,-0.727681339,1319,0.02412500,0.02544500,0.05327500,0.03707750,0.32805500,0.09425000,0.19135250,Flujo,23.23854433
9_0000000000000000021d,1,3123,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 4 5.265,-97 11 43.519,19.068129,-97.195422,Andesita-Dacita,Calcahualco,0.0220229960,0.1628333030,0.273324698,-0.347845107,1353,0.07319875,0.08455625,0.11248250,0.13295625,0.23826750,0.17098875,0.22758375,Flujo,36.65460783
9_0000000000000000021e,1,2459,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 4 39.250,-97 6 42.109,19.077528,-97.111697,Caliza,Coscomatepec,0.3670644160,0.6557747130,0.817674220,-0.739321053,1358,0.02731500,0.02924000,0.05500750,0.03542750,0.37178000,0.07794250,0.17213000,Flujo,11.15839216
9_00000000000000000222,1,2743,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 7 25.660,-97 11 50.982,19.123794,-97.197217,Andesita-Dacita,Calcahualco,0.2510276440,0.5018621090,0.736653507,-0.681645751,1094,0.03166000,0.03564750,0.05707000,0.05005750,0.32412250,0.11429750,0.20909000,Flujo,38.89407633
9_00000000000000000225,1,1414,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 7 53.114,-97 0 59.217,19.131421,-97.016449,Caliza-Doloma,Huatusco,0.2537501160,0.5198302270,0.743067563,-0.682423711,2046,0.02716375,0.02830500,0.04982375,0.03856250,0.27661625,0.08341500,0.16093750,Flujo,5.386293115
9_00000000000000000226,1,1441,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 7 52.982,-97 0 55.226,19.131384,-97.015341,Caliza-Doloma,Huatusco,0.1922961920,0.4770856200,0.719210923,-0.653250694,2046,0.02987250,0.03051875,0.06067250,0.04721125,0.29358375,0.10272000,0.19523000,Flujo,33.09475889
9_00000000000000000228,1,1416,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 8 44.704,-97 0 29.627,19.14639,-97.008241,Caliza-Doloma,Huatusco,0.1753504870,0.4469599430,0.714593589,-0.679948032,1984,0.03597750,0.03534500,0.06526500,0.05330250,0.32021750,0.12510500,0.21585500,Flujo,16.66417932
9_0000000000000000022b,1,1865,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 9 6.088,-97 4 17.287,19.151737,-97.069802,Toba andestica,Calcahualco,0.3715474010,0.6639516950,0.857301652,-0.754879951,2024,0.02367125,0.02037125,0.03590875,0.02002750,0.28866125,0.05151500,0.12392250,Flujo,38.92145125
9_0000000000000000022c,1,2238,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 9 20.886,-97 10 48.516,19.155802,-97.180143,Andesita-Dacita,Calcahualco,0.3031345310,0.6097864510,0.843801975,-0.751879334,1356,0.02548625,0.02473000,0.04490125,0.02543125,0.31585875,0.07128750,0.15641375,Flujo,25.20612206
9_0000000000000000038d,1,1808,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,18 50 31.382,-97 15 5.030,18.842051,-97.251386,Lutita-Caliza,Maltrata,-0.0810817780,0.0836885350,0.232467726,-0.332081020,941,0.03702250,0.04677125,0.09506125,0.11169875,0.18387250,0.15399375,0.21613000,Flujo,24.03163766
9_0000000000000000038e,1,1955,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,18 50 33.287,-97 14 46.256,18.842579,-97.246182,Lutita-Caliza,Maltrata,0.2354364840,0.5238231420,0.715180337,-0.676194429,970,0.02654500,0.02863500,0.05836250,0.05283500,0.29351500,0.09353500,0.19545000,Flujo,20.23693743
9_0000000000000000038f,1,1849,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,18 50 41.188,-97 15 6.705,18.844774,-97.251862,Lutita-Caliza,Maltrata,0.0604120870,0.2747191790,0.465643138,-0.475671977,956,0.02998250,0.03221000,0.06303750,0.07021500,0.19050000,0.08883250,0.15403500,Flujo,21.8826713
9_00000000000000000390,1,2016,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,18 50 43.890,-97 14 42.833,18.845525,-97.245231,Lutita-Caliza,Maltrata,0.1675377490,0.4744509160,0.677866697,-0.658419073,990,0.03190750,0.03372250,0.06416500,0.05473250,0.33152000,0.11842250,0.22812000,Flujo,18.19041076
9_00000000000000000391,1,2219,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,18 52 23.580,-97 15 49.102,18.873217,-97.263628,Lahar,Maltrata,0.0159738380,0.2040641460,0.486253232,-0.501103282,773,0.02182875,0.02833250,0.05734500,0.05759250,0.17248750,0.11036500,0.16416875,Flujo,13.08152504
9_0000000000000000039e,1,1722,Veracruz de Ignacio de la Llave,2013,Spot_2013,18 50 37.334,-97 11 31.982,18.843706,-97.192217,Caliza-Doloma,Nogales,0.2119724600,0.4540367130,0.716607153,-0.650902212,1170,0.02907500,0.02969375,0.04901250,0.03765500,0.21618500,0.07524750,0.13026125,Flujo,23.0115798
9_0000000000000000039f,1,2220,Veracruz de Ignacio de la Llave,2013,Spot_2013,18 52 19.423,-97 15 46.690,18.872062,-97.262969,Lahar,Maltrata,0.1917549670,0.4540932770,0.756408334,-0.681476355,803,0.01725000,0.02247500,0.04598750,0.04453000,0.18783250,0.07612750,0.15329250,Flujo,25.48502987
9_000000000000000003a0,1,2236,Veracruz de Ignacio de la Llave,2013,Spot_2013,18 52 28.876,-97 15 50.127,18.880243,-97.263924,Lahar,Maltrata,0.0764656360,0.2897015210,0.552580535,-0.547894895,773,0.01824000,0.02621500,0.05328875,0.05335750,0.18660875,0.10149625,0.15778875,Flujo,28.04853585
10_000000000000000003ad,1,2653,Puebla,2014,Spot_2014,18 59 52.634,-97 25 30.859,18.997954,-97.425233,Andesita-Dacita,Chalchicomula de Sesma,-0.0009640000,0.1309315560,0.343238741,-0.427889973,675,0.03548250,0.03936000,0.06138750,0.06169000,0.18376250,0.10923750,0.16275250,Deslizamiento,11.97195276
10_000000000000000003ae,1,2138,Puebla,2014,Spot_2014,19 13 42.124,-97 8 50.779,19.228368,-97.147439,Andesita-Dacita,Quimixtln,0.0974727570,0.2805260120,0.449538529,-0.481981128,1518,0.03592250,0.05077250,0.09048250,0.10030000,0.27726250,0.15612500,0.23136500,Deslizamiento,19.80028798
10_000000000000000003b1,1,1964,Puebla,2014,Spot_2014,19 15 1.501,-97 7 57.761,19.250417,-97.132684,Andesita-Dacita,Quimixtln,0.2595691980,0.5175240040,0.689253986,-0.670794010,1819,0.02774125,0.03183875,0.05964125,0.05649250,0.32465875,0.10247250,0.19729250,Deslizamiento,52.32030253
10_000000000000000003b2,1,1898,Puebla,2014,Spot_2014,19 13 14.246,-97 4 4.911,19.220682,-97.068031,Caliza-Doloma,Chichiquila,0.1776980010,0.4008180200,0.635789394,-0.596034110,2136,0.03006500,0.03045000,0.04785750,0.04706000,0.20821000,0.08096750,0.14551000,Deslizamiento,18.06249636
10_000000000000000003b3,1,2194,Puebla,2014,Spot_2014,19 13 31.479,-97 8 47.551,19.22547,-97.146531,Andesita-Dacita,Quimixtln,0.0916020270,0.3232713940,0.485918969,-0.518681049,1520,0.02217250,0.02874500,0.05074500,0.05473250,0.17221250,0.08635750,0.13327250,Deslizamiento,44.35801918
10_000000000000000003b4,1,2162,Puebla,2014,Spot_2014,19 13 37.866,-97 8 53.659,19.227018,-97.148239,Andesita-Dacita,Quimixtln,-0.1388678400,-0.0400354040,0.159399435,-0.248394087,1400,0.09570750,0.12697500,0.18744750,0.22493000,0.31238000,0.35104500,0.41817250,Deslizamiento,23.25913129
10_000000000000000003b5,1,2467,Puebla,2014,Spot_2014,19 15 17.212,-97 12 10.003,19.254781,-97.202779,Toba rioltica,Chilchotla,0.2596847410,0.5339477660,0.744119525,-0.707947433,861,0.01806125,0.02144375,0.04545125,0.03801250,0.25538625,0.08124250,0.15487375,Deslizamiento,46.80011666
10_000000000000000003b6,1,1932,Puebla,2014,Spot_2014,19 15 14.306,-97 4 48.425,19.253907,-97.077346,Caliza-Doloma,Quimixtln,-0.0275580180,0.1989433020,0.434549838,-0.458049238,2023,0.05679500,0.06840000,0.10332500,0.11330750,0.26783000,0.18717250,0.28501750,Deslizamiento,7.37761946
10_000000000000000003b8,1,2668,Puebla,2014,Spot_2014,19 11 12.264,-97 21 32.820,19.18674,-97.359122,Andesita-Dacita,Tlachichuca,0.0128967740,0.1356809590,0.116290383,-0.188709155,655,0.11757000,0.14824625,0.19855750,0.23474750,0.29372125,0.22612625,0.28391750,Deslizamiento,6.841580287
10_000000000000000003b9,1,2626,Puebla,2014,Spot_2014,19 11 25.558,-97 21 46.903,19.190433,-97.363029,Andesita-Dacita,Tlachichuca,0.0162470060,0.1157990400,0.125266120,-0.208343238,621,0.12555875,0.14915375,0.20350750,0.24585750,0.31167875,0.24946000,0.30773250,Deslizamiento,10.68099997
10_000000000000000003bb,1,2129,Puebla,2014,Spot_2014,19 11 5.355,-97 7 7.835,19.184821,-97.118843,Andesita-Dacita,Chichiquila,0.3099693060,0.5714429620,0.758240163,-0.719930053,1713,0.01287750,0.01760750,0.04145000,0.03674750,0.27382500,0.07467000,0.14193500,Deslizamiento,20.5004402
10_000000000000000003bc,1,2159,Puebla,2014,Spot_2014,19 11 8.042,-97 7 25.671,19.185673,-97.123798,Andesita-Dacita,Chichiquila,0.2456533910,0.4959121050,0.699689448,-0.671549618,1665,0.02152625,0.02772750,0.04996125,0.04825625,0.25535875,0.08579375,0.16085500,Deslizamiento,27.45820859
10_000000000000000003bd,1,2175,Puebla,2014,Spot_2014,19 11 8.396,-97 7 31.657,19.185799,-97.12546,Andesita-Dacita,Chichiquila,0.2674158810,0.5222745540,0.725990534,-0.706386387,1659,0.01202500,0.01854250,0.04983750,0.04604250,0.29480750,0.09251750,0.17372500,Deslizamiento,18.31118043
10_000000000000000003be,1,2079,Puebla,2014,Spot_2014,19 11 13.399,-97 6 59.392,19.187055,-97.1165,Andesita-Dacita,Chichiquila,0.3336336310,0.6025703550,0.765816867,-0.739127457,1791,0.01800625,0.02022000,0.04070750,0.03370875,0.30705875,0.07346000,0.15288000,Deslizamiento,30.14378593
10_000000000000000003c0,1,2350,Puebla,2014,Spot_2014,19 11 48.286,-97 8 31.040,19.196746,-97.141956,Toba andestica,Quimixtln,0.1534645710,0.4032236340,0.552245319,-0.571368814,1247,0.02598125,0.04046000,0.09158250,0.09530875,0.31038625,0.13479875,0.22447625,Deslizamiento,20.73098334
10_000000000000000003c1,1,2750,Puebla,2014,Spot_2014,19 12 30.122,-97 20 45.862,19.216701,-97.342462,Pumicita,Lafragua,0.0114086780,0.1494505550,0.111023448,-0.182601482,707,0.12715375,0.16619000,0.23003125,0.25391500,0.30853000,0.24009625,0.32527750,Deslizamiento,7.442506064
10_000000000000000003c3,1,3134,Puebla,2014,Spot_2014,19 12 39.025,-97 18 10.448,19.225015,-97.297358,Pumicita,Lafragua,0.0523729920,0.2525654730,0.452518493,-0.504460335,1309,0.03273250,0.04263250,0.06603500,0.07351500,0.20631250,0.11963250,0.18709000,Deslizamiento,14.83643512
10_000000000000000003c4,1,1720,Puebla,2014,Spot_2014,19 12 26.343,-97 4 8.387,19.212716,-97.068858,Caliza-Doloma,Chichiquila,0.2887408440,0.5161246060,0.758877456,-0.726716876,2215,0.01687875,0.02228250,0.04318250,0.03511125,0.27998500,0.07948250,0.15054250,Deslizamiento,4.190417806
10_000000000000000003c5,1,1779,Puebla,2014,Spot_2014,19 12 29.777,-97 4 8.072,19.216048,-97.068909,Caliza-Doloma,Chichiquila,0.1716609300,0.3998908700,0.596002221,-0.587580323,2215,0.03047750,0.03648625,0.07087500,0.06860625,0.26151875,0.11464125,0.18627875,Deslizamiento,20.50046287
10_000000000000000003c6,1,1774,Puebla,2014,Spot_2014,19 12 31.765,-97 4 12.105,19.217154,-97.069974,Caliza-Doloma,Chichiquila,0.1824225930,0.4272064860,0.574183226,-0.574826479,2202,0.02618750,0.03604625,0.07186500,0.07418875,0.26880625,0.11330750,0.19076125,Deslizamiento,15.25994903
10_000000000000000003c7,1,2099,Puebla,2014,Spot_2014,19 15 30.157,-97 4 33.344,19.258377,-97.075929,Caliza-Doloma,Quimixtln,0.0196020400,0.1538853200,0.249256894,-0.304109454,1940,0.05654750,0.07406500,0.11487500,0.12796500,0.22457250,0.15785750,0.20700000,Deslizamiento,5.627476911
10_000000000000000003c8,1,1480,Puebla,2014,Spot_2014,19 15 24.833,-97 0 39.295,19.256898,-97.010915,Caliza-Doloma,Chichiquila,0.2822919490,0.5287668110,0.760214388,-0.697211444,1977,0.02107250,0.02008250,0.03559250,0.02566500,0.19454250,0.05896750,0.12755250,Deslizamiento,27.39915645
10_000000000000000003ca,1,1775,Puebla,2014,Spot_2014,19 16 53.545,-97 8 3.608,19.281818,-97.134336,Andesita-Dacita,Quimixtln,0.0820005690,0.2786581220,0.501279533,-0.516179979,2252,0.04018500,0.05247750,0.08864000,0.09636750,0.27437500,0.16729000,0.24874500,Deslizamiento,20.77770395
10_000000000000000003cb,1,1687,Puebla,2014,Spot_2014,19 18 9.816,-97 5 26.847,19.302782,-97.090799,Caliza-Doloma,Quimixtln,0.0888893380,0.3192063870,0.553010106,-0.560491621,2225,0.03024375,0.03931875,0.06343625,0.06688750,0.22653875,0.11897250,0.18329500,Deslizamiento,26.12589335
10_000000000000000003cc,1,1621,Puebla,2014,Spot_2014,19 18 17.318,-97 5 24.976,19.304772,-97.089988,Caliza-Doloma,Quimixtln,0.1112738400,0.3219259380,0.553304017,-0.564221144,2300,0.04018500,0.05333000,0.08905250,0.09170625,0.31228375,0.16837625,0.26136750,Deslizamiento,23.58958118
10_000000000000000001f9,1,918,Veracruz de Ignacio de la Llave,2014,Google Earth_2014,19 5 21.565,-96 53 16.705,19.089323,-96.887974,Lutita-Caliza,Tepatlaxco,0.2870787080,0.5836524960,0.818763137,-0.701426446,1859,0.02467500,0.02453750,0.04222000,0.02530750,0.27962750,0.07351500,0.15326500,Deslizamiento,33.64816918
10_00000000000000000238,1,1576,Veracruz de Ignacio de la Llave,2014,Spot_2014,19 5 25.237,-96 57 46.515,19.090344,-96.962921,Caliza-Doloma,Huatusco,0.2053559270,0.4541583360,0.481207192,-0.541560590,2104,0.02884125,0.03152250,0.07226375,0.08111875,0.22993500,0.09205000,0.15354000,Deslizamiento,35.58561829
10_000000000000000002b8,1,1682,Veracruz de Ignacio de la Llave,2014,Google Earth_2014,18 57 34.745,-97 5 21.890,18.959651,-97.091636,Lutita-Caliza,Atzacan,0.2471256850,0.5412035580,0.774402022,-0.717221379,1750,0.02781000,0.02730125,0.04360875,0.03309000,0.25237500,0.07306125,0.14703625,Deslizamiento,35.77096045
10_000000000000000002b9,1,2554,Veracruz de Ignacio de la Llave,2014,Google Earth_2014,18 59 5.617,-97 11 15.031,18.984894,-97.187508,Lahar,La Perla,0.1681793180,0.3680602910,0.519896686,-0.558576286,1024,0.02976250,0.04805000,0.07948250,0.08325000,0.27434750,0.12491250,0.20284750,Deslizamiento,37.66210184
10_00000000000000000397,1,650,Veracruz de Ignacio de la Llave,2014,Google Earth_2014,18 50 53.400,-96 52 28.155,18.847611,-96.874488,Lahar,Amatln de los Reyes,0.0498164740,0.2331196220,0.348305762,-0.411379129,2318,0.06328500,0.07269000,0.11490250,0.12155750,0.25556500,0.15758250,0.23714000,Deslizamiento,19.54982607
10_00000000000000000398,1,2193,Veracruz de Ignacio de la Llave,2014,Google Earth_2014,18 51 56.021,-97 12 12.035,18.865561,-97.203343,Caliza-Doloma,Nogales,0.1627877950,0.3902539910,0.587361813,-0.573681176,1050,0.02570625,0.03304875,0.06842750,0.06426125,0.23708500,0.10966375,0.17750625,Deslizamiento,22.76013628
10_00000000000000000399,1,2468,Veracruz de Ignacio de la Llave,2014,Google Earth_2014,18 54 44.459,-97 13 2.693,18.912389,-97.217415,Lahar,Mariano Escobedo,0.0501019580,0.2332570850,0.345732331,-0.416391432,815,0.03892000,0.04836625,0.08199875,0.10514000,0.20656000,0.11994875,0.17202000,Deslizamiento,20.12640855
10_000000000000000003af,1,1492,Veracruz de Ignacio de la Llave,2014,Spot_2014,19 13 48.822,-96 59 53.496,19.229951,-96.998193,Toba andestica,Tlaltetela,0.2791055140,0.5132317540,0.725620151,-0.671563148,2010,0.01727750,0.02266750,0.04538250,0.03839750,0.23639750,0.07599000,0.14592250,Deslizamiento,21.49601958
10_000000000000000003b0,1,1500,Veracruz de Ignacio de la Llave,2014,Spot_2014,19 13 51.057,-96 59 52.419,19.230854,-96.997894,Toba andestica,Tlaltetela,0.2804548440,0.5331268310,0.685249805,-0.649873614,2026,0.01916125,0.02448250,0.05524125,0.04752750,0.25885125,0.07915250,0.14167375,Deslizamiento,26.34286225
10_000000000000000003b7,1,1399,Veracruz de Ignacio de la Llave,2014,Spot_2014,19 10 20.906,-96 57 51.687,19.172518,-96.964246,Toba andestica,Huatusco,0.0894065870,0.3182020780,0.509867430,-0.540146768,1957,0.02672375,0.03298000,0.06247375,0.06653000,0.21395750,0.12337250,0.17866125,Deslizamiento,29.50108064
10_000000000000000003ba,1,1939,Veracruz de Ignacio de la Llave,2014,Spot_2014,19 10 51.404,-97 2 20.123,19.181234,-97.033368,Caliza-Doloma,Huatusco,0.3100383580,0.6002307530,0.789331019,-0.738369823,2081,0.02093500,0.02354750,0.04686750,0.03867250,0.32846750,0.07992250,0.16580500,Deslizamiento,23.46912226
10_000000000000000003bf,1,1305,Veracruz de Ignacio de la Llave,2014,Spot_2014,19 11 14.778,-96 57 22.464,19.190922,-96.956234,Toba andestica,Totutla,0.3412862720,0.6107891200,0.805465400,-0.727563620,1960,0.02552750,0.02459250,0.04046000,0.02756250,0.26388375,0.06482500,0.14021625,Deslizamiento,14.62378906
10_000000000000000003c2,1,1336,Veracruz de Ignacio de la Llave,2014,Spot_2014,19 11 45.211,-96 57 10.704,19.197531,-96.953,Lahar,Totutla,0.1508567040,0.3794575040,0.475549996,-0.512037456,1959,0.03034000,0.03443750,0.07167250,0.07783250,0.20609250,0.09722000,0.15084500,Deslizamiento,4.802692255
10_000000000000000003c9,1,1302,Veracruz de Ignacio de la Llave,2014,Spot_2014,19 15 23.308,-96 58 17.869,19.256408,-96.971575,Toba andestica,Tlaltetela,0.2269349690,0.5227342250,0.754565060,-0.709427118,2009,0.01837750,0.02412500,0.04873750,0.03971750,0.28658500,0.09174750,0.18216750,Deslizamiento,11.39043479
10_000000000000000001f2,1,2951,Puebla,2014,Google Earth_2014,19 6 35.103,-97 21 17.446,19.109723,-97.354846,Andesita-Dacita,Tlachichuca,0.1651753630,0.3726478520,0.602692485,-0.621826470,973,0.02182875,0.02783750,0.04428250,0.04824250,0.19440500,0.09195375,0.14513875,Flujo,15.92982254
